Machine Vulnerabilities Export,01 May 2024 07:59 AM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2022-37954,High,7.8,,596,"13 Sep, 2022","27 Feb, 2024","08 Aug, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability has been discovered in the DirectX Graphics Kernel of Microsoft Windows, which could allow a local authenticated attacker to gain elevated privileges on the system. By executing a specially-crafted program, the attacker could exploit this vulnerability to gain SYSTEM privileges. Impact: If this vulnerability is exploited, an authenticated attacker could gain elevated privileges on the affected system, potentially allowing them to perform unauthorized actions, access sensitive information, or install malicious software. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-28252,High,7.8,,386,"11 Apr, 2023","27 Feb, 2024","14 Sep, 2023",True,True,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Common Log File System Driver in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain elevated privileges on the system. Impact: If successfully exploited, an attacker with authenticated access to the system can gain SYSTEM privileges, allowing them to perform unauthorized actions and potentially compromise the entire system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-36404,Medium,5.5,,169,"14 Nov, 2023","27 Feb, 2024","15 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Kernel component that allows a local authenticated attacker to obtain sensitive information, specifically the values of registry keys. This can be exploited by executing a specially crafted program, which can then be used to launch further attacks against the affected system. Impact: If this vulnerability is exploited, an attacker can gain access to sensitive information stored in registry keys. This information can be used to launch further attacks against the affected system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-35329,Medium,6.5,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: Windows Authentication Denial of Service Vulnerability: Microsoft Windows is vulnerable to a denial of service attack due to a flaw in the Authentication component. An attacker with remote access could exploit this vulnerability by sending a specially crafted request, causing a denial of service condition. Impact: If exploited, this vulnerability could result in a denial of service condition, rendering the affected Windows system unresponsive and potentially disrupting critical services or operations. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-21691,High,7.5,,442,"14 Feb, 2023","27 Feb, 2024","24 Feb, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Protected Extensible Authentication Protocol (PEAP) in Microsoft Windows is vulnerable to information disclosure. An attacker can exploit this vulnerability to obtain sensitive information from heap memory and use it to launch further attacks. Impact: If exploited, this vulnerability could allow a remote attacker to obtain sensitive information from the affected system. This information can be used to launch further attacks, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2024-20666,Medium,6.6,,114,"08 Jan, 2024","27 Feb, 2024","14 Jan, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the BitLocker component of Microsoft Windows that allows a physical authenticated attacker to bypass security restrictions. This could lead to a compromise of confidentiality, integrity, and availability. Impact: If exploited, this vulnerability could allow an attacker to bypass security features and potentially gain unauthorized access to encrypted data, compromising the confidentiality of sensitive information. It could also lead to the manipulation or tampering of data, impacting its integrity. Additionally, the attacker could disrupt the availability of the system or network. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the BitLocker Security Feature Bypass Vulnerability. Generated by AI"
CVE-2023-35317,High,7.8,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Server Update Service (WSUS) component in Microsoft Windows is vulnerable to an elevation of privilege attack. An authenticated attacker can exploit this vulnerability to gain administrative privileges on the system. Impact: If successfully exploited, an attacker with elevated privileges can perform unauthorized actions on the affected system, potentially leading to further compromise of the system or network. Remediation: Upgrade to the latest version of Microsoft Windows Server that includes a fix for the WSUS elevation of privilege vulnerability. Generated by AI"
CVE-2023-32011,High,7.5,,323,"13 Jun, 2023","27 Feb, 2024","20 Jun, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The iSCSI Discovery Service component in Microsoft Windows is vulnerable to a denial of service attack. An attacker can exploit this vulnerability by sending a specially crafted request, causing a denial of service condition. Impact: If this vulnerability is exploited, it could result in a denial of service condition, causing the affected Windows system to become unresponsive or crash. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-36698,Medium,4.4,,204,"10 Oct, 2023","27 Feb, 2024","07 Nov, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A security feature bypass vulnerability has been discovered in the Windows Kernel module. This vulnerability could allow a local authenticated attacker to bypass security restrictions and exploit the Windows Arbitrary Code Guard exploit protection feature. Impact: If successfully exploited, an attacker could bypass the Windows Arbitrary Code Guard exploit protection feature, potentially leading to the execution of arbitrary code or unauthorized access to sensitive information. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-32055,Medium,6.7,,295,"11 Jul, 2023","27 Feb, 2024","13 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is an elevation of privilege vulnerability in the Active Template Library (ATL) component of Microsoft Windows. This vulnerability could allow a local authenticated attacker to gain elevated privileges on the system. By executing a specially crafted program, an attacker could exploit this vulnerability to execute arbitrary code with higher privileges. Impact: If this vulnerability is exploited, an attacker with local authenticated access to the system could execute arbitrary code with elevated privileges. This could lead to further compromise of the system, unauthorized access to sensitive information, or disruption of system functionality. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the Active Template Library (ATL) component vulnerability. It is recommended to regularly apply security updates and patches to ensure the system is protected against known vulnerabilities. Generated by AI"
CVE-2023-36776,High,7.0,,204,"10 Oct, 2023","27 Feb, 2024","12 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability has been discovered in the Win32k component of Microsoft Windows, which could allow a local authenticated attacker to gain elevated privileges on the system. By executing a specially crafted program, an attacker could exploit this vulnerability to escalate privileges. Impact: If this vulnerability is exploited, an attacker with local access to the system could gain elevated privileges. This could allow them to perform unauthorized actions, access sensitive information, or install malicious software. Remediation: Upgrade to the latest version of Microsoft Windows. It is recommended to apply all available security patches and updates to ensure the system is protected against this vulnerability. Generated by AI"
CVE-2023-21563,Medium,6.8,,477,"10 Jan, 2023","27 Feb, 2024","27 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a BitLocker security feature bypass vulnerability in Microsoft Windows. This vulnerability could allow a physical attacker to bypass security restrictions in the BitLocker component. By exploiting this vulnerability, an attacker could cause impact on confidentiality, integrity, and availability. Impact: If this vulnerability is exploited, it could lead to a compromise of sensitive data protected by BitLocker encryption. The attacker could bypass security measures and gain unauthorized access to the encrypted data, potentially exposing it to theft, modification, or destruction. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-21676,High,8.8,,477,"10 Jan, 2023","27 Feb, 2024","27 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: There is a vulnerability in the Windows Lightweight Directory Access Protocol (LDAP) component that could allow a remote attacker to execute arbitrary code on the system. Impact: If exploited, an attacker could execute arbitrary code on the system, potentially gaining unauthorized access, stealing sensitive information, or causing further damage. Remediation: Upgrade to the latest version of Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-35376,Medium,6.5,,267,"08 Aug, 2023","27 Feb, 2024","10 Aug, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a Denial of Service (DoS) vulnerability in Microsoft Message Queuing (MSMQ) component in Microsoft Windows. An attacker can exploit this vulnerability by sending a specially crafted MSMQ packet to an MSMQ server, causing a DoS condition. Impact: If exploited, this vulnerability could result in a denial of service condition, causing the affected MSMQ server to become unresponsive and potentially impacting the availability of critical services. Remediation: Upgrade to the latest version of Microsoft Windows that includes the fix for this vulnerability. Generated by AI"
